station_name,date,hour,population
shinjuku,2024/12/3,3,1715
shinjuku,2024/12/3,4,1912
shinjuku,2024/12/3,5,2571
shinjuku,2024/12/3,6,4971
shinjuku,2024/12/3,7,13200
shinjuku,2024/12/3,8,27943
shinjuku,2024/12/3,9,36872
shinjuku,2024/12/3,10,40629
shinjuku,2024/12/3,11,43029
shinjuku,2024/12/3,12,47486
shinjuku,2024/12/3,13,48401
shinjuku,2024/12/3,14,47727
shinjuku,2024/12/3,15,48076
shinjuku,2024/12/3,16,49449
shinjuku,2024/12/3,17,51128
shinjuku,2024/12/3,18,51257
shinjuku,2024/12/3,19,43023
shinjuku,2024/12/3,20,32318
shinjuku,2024/12/3,21,23538
shinjuku,2024/12/3,22,15257
shinjuku,2024/12/3,23,8400
shinjuku,2024/12/3,24,3257
shinjuku,2024/12/4,1,1543
shinjuku,2024/12/4,2,NA
shinjuku,2024/12/4,3,NA
shinjuku,2024/12/4,4,NA
shinjuku,2024/12/4,5,NA
shinjuku,2024/12/4,6,NA
shinjuku,2024/12/4,7,NA
shinjuku,2024/12/4,8,NA
shinjuku,2024/12/4,9,NA
shinjuku,2024/12/4,10,NA
shinjuku,2024/12/4,11,NA
shinjuku,2024/12/4,12,NA
shinjuku,2024/12/4,13,NA
shinjuku,2024/12/4,14,NA
shinjuku,2024/12/4,15,NA
shinjuku,2024/12/4,16,NA
shinjuku,2024/12/4,17,NA
shinjuku,2024/12/4,18,NA
shinjuku,2024/12/4,19,NA
shinjuku,2024/12/4,20,NA
shinjuku,2024/12/4,21,NA
shinjuku,2024/12/4,22,NA
shinjuku,2024/12/4,23,NA
shinjuku,2024/12/5,0,NA
shinjuku,2024/12/5,1,NA
shinjuku,2024/12/5,2,NA
shinjuku,2024/12/5,3,NA
shinjuku,2024/12/5,4,NA
shinjuku,2024/12/5,5,NA
shinjuku,2024/12/5,6,NA
shinjuku,2024/12/5,7,NA
shinjuku,2024/12/5,8,NA
shinjuku,2024/12/5,9,NA
shinjuku,2024/12/5,10,NA
shinjuku,2024/12/5,11,NA
shinjuku,2024/12/5,12,NA
shinjuku,2024/12/5,13,NA
shinjuku,2024/12/5,14,NA
shinjuku,2024/12/5,15,NA
shinjuku,2024/12/5,16,NA
shinjuku,2024/12/5,17,NA
shinjuku,2024/12/5,18,NA
shinjuku,2024/12/5,19,NA
shinjuku,2024/12/5,20,NA
shinjuku,2024/12/5,21,NA
shinjuku,2024/12/5,22,NA
shinjuku,2024/12/5,23,NA
shinjuku,2024/12/6,0,NA
shinjuku,2024/12/6,1,NA
shinjuku,2024/12/6,2,NA
shinjuku,2024/12/6,3,NA
shinjuku,2024/12/6,4,NA
shinjuku,2024/12/6,5,NA
shinjuku,2024/12/6,6,NA
shinjuku,2024/12/6,7,NA
shinjuku,2024/12/6,8,NA
shinjuku,2024/12/6,9,NA
shinjuku,2024/12/6,10,NA
shinjuku,2024/12/6,11,NA
shinjuku,2024/12/6,12,NA
shinjuku,2024/12/6,13,NA
shinjuku,2024/12/6,14,NA
shinjuku,2024/12/6,15,NA
shinjuku,2024/12/6,16,NA
shinjuku,2024/12/6,17,NA
shinjuku,2024/12/6,18,NA
shinjuku,2024/12/6,19,NA
shinjuku,2024/12/6,20,NA
shinjuku,2024/12/6,21,NA
shinjuku,2024/12/6,22,NA
shinjuku,2024/12/6,23,NA
shinjuku,2024/12/7,0,NA
shinjuku,2024/12/7,1,NA
shinjuku,2024/12/7,2,NA
shinjuku,2024/12/7,3,NA
shinjuku,2024/12/7,4,NA
shinjuku,2024/12/7,5,NA
shinjuku,2024/12/7,6,NA
shinjuku,2024/12/7,7,NA
shinjuku,2024/12/7,8,NA
shinjuku,2024/12/7,9,NA
shinjuku,2024/12/7,10,NA
shinjuku,2024/12/7,11,NA
shinjuku,2024/12/7,12,NA
shinjuku,2024/12/7,13,NA
shinjuku,2024/12/7,14,NA
shinjuku,2024/12/7,15,NA
shinjuku,2024/12/7,16,NA
shinjuku,2024/12/7,17,NA
shinjuku,2024/12/7,18,NA
shinjuku,2024/12/7,19,NA
shinjuku,2024/12/7,20,NA
shinjuku,2024/12/7,21,NA
shinjuku,2024/12/7,22,12171
shinjuku,2024/12/7,23,7029
shinjuku,2024/12/7,24,2571
shinjuku,2024/12/8,1,1200
shinjuku,2024/12/8,2,1200
shinjuku,2024/12/8,3,1200
shinjuku,2024/12/8,4,1543
shinjuku,2024/12/8,5,2571
shinjuku,2024/12/8,6,4971
shinjuku,2024/12/8,7,13543
shinjuku,2024/12/8,8,27943
shinjuku,2024/12/8,9,37200
shinjuku,2024/12/8,10,40629
shinjuku,2024/12/8,11,43371
shinjuku,2024/12/8,12,48514
shinjuku,2024/12/8,13,49543
shinjuku,2024/12/8,14,47829
shinjuku,2024/12/8,15,48514
shinjuku,2024/12/8,16,48857
shinjuku,2024/12/8,17,50914
shinjuku,2024/12/8,18,50914
shinjuku,2024/12/8,19,43234
shinjuku,2024/12/8,20,32160
shinjuku,2024/12/8,21,22435
shinjuku,2024/12/8,22,NA
shinjuku,2024/12/8,23,7929
shinjuku,2024/12/8,24,3214
shinjuku,2024/12/9,1,1500
shinjuku,2024/12/9,2,1929
shinjuku,2024/12/9,3,1929
shinjuku,2024/12/9,4,1929
shinjuku,2024/12/9,5,2786
shinjuku,2024/12/9,6,5363
shinjuku,2024/12/9,7,13518
shinjuku,2024/12/9,8,28850
shinjuku,2024/12/9,9,37929
shinjuku,2024/12/9,10,41437
shinjuku,2024/12/9,11,44357
shinjuku,2024/12/9,12,49500
shinjuku,2024/12/9,13,50786
shinjuku,2024/12/9,14,49929
shinjuku,2024/12/9,15,49929
shinjuku,2024/12/9,16,49929
shinjuku,2024/12/9,17,52500
shinjuku,2024/12/9,18,52929
shinjuku,2024/12/9,19,45643
shinjuku,2024/12/9,20,34929
shinjuku,2024/12/9,21,25164
shinjuku,2024/12/9,22,16500
shinjuku,2024/12/9,23,9214
shinjuku,2024/12/9,24,3214
shinjuku,2024/12/10,1,1500
shinjuku,2024/12/10,2,1779
shinjuku,2024/12/10,3,1500
shinjuku,2024/12/10,4,1929
shinjuku,2024/12/10,5,2786
shinjuku,2024/12/10,6,5228
shinjuku,2024/12/10,7,13516
shinjuku,2024/12/10,8,27643
shinjuku,2024/12/10,9,36643
shinjuku,2024/12/10,10,40929
shinjuku,2024/12/10,11,43929
shinjuku,2024/12/10,12,49071
shinjuku,2024/12/10,13,50357
shinjuku,2024/12/10,14,49500
shinjuku,2024/12/10,15,49929
shinjuku,2024/12/10,16,49929
shinjuku,2024/12/10,17,52500
shinjuku,2024/12/10,18,52929
shinjuku,2024/12/10,19,46071
shinjuku,2024/12/10,20,35357
shinjuku,2024/12/10,21,26352
shinjuku,2024/12/10,22,17786
shinjuku,2024/12/10,23,10500
shinjuku,2024/12/10,24,3643
shinjuku,2024/12/11,1,1929
shinjuku,2024/12/11,2,1789
shinjuku,2024/12/11,3,2040
shinjuku,2024/12/11,4,1968
shinjuku,2024/12/11,5,2864
shinjuku,2024/12/11,6,5532
shinjuku,2024/12/11,7,13400
shinjuku,2024/12/11,8,28071
shinjuku,2024/12/11,9,37929
shinjuku,2024/12/11,10,42643
shinjuku,2024/12/11,11,44786
shinjuku,2024/12/11,12,49929
shinjuku,2024/12/11,13,51214
shinjuku,2024/12/11,14,49929
shinjuku,2024/12/11,15,50786
shinjuku,2024/12/11,16,51643
shinjuku,2024/12/11,17,53786
shinjuku,2024/12/11,18,53357
shinjuku,2024/12/11,19,47786
shinjuku,2024/12/11,20,36643
shinjuku,2024/12/11,21,27643
shinjuku,2024/12/11,22,19071
shinjuku,2024/12/11,23,11357
shinjuku,2024/12/11,24,4500
shinjuku,2024/12/12,1,1929
shinjuku,2024/12/12,2,1929
shinjuku,2024/12/12,3,1929
shinjuku,2024/12/12,4,1929
shinjuku,2024/12/12,5,3214
shinjuku,2024/12/12,6,5786
shinjuku,2024/12/12,7,13500
shinjuku,2024/12/12,8,28071
shinjuku,2024/12/12,9,37500
shinjuku,2024/12/12,10,42214
shinjuku,2024/12/12,11,45643
shinjuku,2024/12/12,12,51214
shinjuku,2024/12/12,13,52071
shinjuku,2024/12/12,14,52071
shinjuku,2024/12/12,15,52500
shinjuku,2024/12/12,16,52929
shinjuku,2024/12/12,17,55500
shinjuku,2024/12/12,18,57643
shinjuku,2024/12/12,19,53786
shinjuku,2024/12/12,20,44786
shinjuku,2024/12/12,21,35786
shinjuku,2024/12/12,22,NA
shinjuku,2024/12/12,23,NA
shinjuku,2024/12/13,0,NA
shinjuku,2024/12/13,1,NA
shinjuku,2024/12/13,2,NA
shinjuku,2024/12/13,3,NA
shinjuku,2024/12/13,4,NA
shinjuku,2024/12/13,5,NA
shinjuku,2024/12/13,6,NA
shinjuku,2024/12/13,7,NA
shinjuku,2024/12/13,8,NA
shinjuku,2024/12/13,9,NA
shinjuku,2024/12/13,10,NA
shinjuku,2024/12/13,11,NA
shinjuku,2024/12/13,12,NA
shinjuku,2024/12/13,13,NA
shinjuku,2024/12/13,14,NA
shinjuku,2024/12/13,15,NA
shinjuku,2024/12/13,16,NA
shinjuku,2024/12/13,17,NA
shinjuku,2024/12/13,18,NA
shinjuku,2024/12/13,19,NA
shinjuku,2024/12/13,20,NA
shinjuku,2024/12/13,21,NA
shinjuku,2024/12/13,22,21444
shinjuku,2024/12/13,23,13312
shinjuku,2024/12/13,24,5314
shinjuku,2024/12/14,1,1886
shinjuku,2024/12/14,2,2229
shinjuku,2024/12/14,3,2229
shinjuku,2024/12/14,4,2571
shinjuku,2024/12/14,5,3462
shinjuku,2024/12/14,6,3943
shinjuku,2024/12/14,7,5314
shinjuku,2024/12/14,8,8400
shinjuku,2024/12/14,9,13543
shinjuku,2024/12/14,10,19708
shinjuku,2024/12/14,11,27257
shinjuku,2024/12/14,12,32230
shinjuku,2024/12/14,13,35356
shinjuku,2024/12/14,14,37421
shinjuku,2024/12/14,15,38795
shinjuku,2024/12/14,16,39232
shinjuku,2024/12/14,17,38229
shinjuku,2024/12/14,18,34457
shinjuku,2024/12/14,19,28629
shinjuku,2024/12/14,20,25543
shinjuku,2024/12/14,21,22114
shinjuku,2024/12/14,22,14065
shinjuku,2024/12/14,23,8050
shinjuku,2024/12/14,24,2953
shinjuku,2024/12/15,1,1290
shinjuku,2024/12/15,2,1340
shinjuku,2024/12/15,3,1594
shinjuku,2024/12/15,4,1750
shinjuku,2024/12/15,5,2875
shinjuku,2024/12/15,6,5483
shinjuku,2024/12/15,7,13838
shinjuku,2024/12/15,8,28306
shinjuku,2024/12/15,9,37377
shinjuku,2024/12/15,10,41304
shinjuku,2024/12/15,11,43812
shinjuku,2024/12/15,12,48523
shinjuku,2024/12/15,13,49589
shinjuku,2024/12/15,14,49100
shinjuku,2024/12/15,15,49481
shinjuku,2024/12/15,16,50366
shinjuku,2024/12/15,17,52506
shinjuku,2024/12/15,18,52946
shinjuku,2024/12/15,19,45772
shinjuku,2024/12/15,20,35195
shinjuku,2024/12/15,21,25550
shinjuku,2024/12/15,22,NA
shinjuku,2024/12/15,23,9214
shinjuku,2024/12/15,24,3643
shinjuku,2024/12/16,1,1500
shinjuku,2024/12/16,2,1500
shinjuku,2024/12/16,3,1929
shinjuku,2024/12/16,4,1929
shinjuku,2024/12/16,5,2786
shinjuku,2024/12/16,6,5393
shinjuku,2024/12/16,7,13411
shinjuku,2024/12/16,8,27643
shinjuku,2024/12/16,9,37500
shinjuku,2024/12/16,10,41357
shinjuku,2024/12/16,11,44357
shinjuku,2024/12/16,12,49071
shinjuku,2024/12/16,13,50357
shinjuku,2024/12/16,14,49929
shinjuku,2024/12/16,15,49929
shinjuku,2024/12/16,16,50786
shinjuku,2024/12/16,17,53357
shinjuku,2024/12/16,18,54214
shinjuku,2024/12/16,19,48214
shinjuku,2024/12/16,20,37500
shinjuku,2024/12/16,21,28071
shinjuku,2024/12/16,22,19071
shibuya,2024/11/14,4,2400
shibuya,2024/11/14,5,2400
shibuya,2024/11/14,6,3314
shibuya,2024/11/14,7,5829
shibuya,2024/11/14,8,11314
shibuya,2024/11/14,9,17486
shibuya,2024/11/14,10,23429
shibuya,2024/11/14,11,27771
shibuya,2024/11/14,12,30743
shibuya,2024/11/14,13,32114
shibuya,2024/11/14,14,33029
shibuya,2024/11/14,15,33943
shibuya,2024/11/14,16,35086
shibuya,2024/11/14,17,36000
shibuya,2024/11/14,18,35543
shibuya,2024/11/14,19,32343
shibuya,2024/11/14,20,26629
shibuya,2024/11/14,21,20686
shibuya,2024/11/14,22,14743
shibuya,2024/11/14,23,9943
shibuya,2024/11/14,24,4686
shibuya,2024/11/15,1,3314
shibuya,2024/11/15,2,3314
shibuya,2024/11/15,3,3086
shibuya,2024/11/15,4,3086
shibuya,2024/11/15,5,3086
shibuya,2024/11/15,6,2857
shibuya,2024/11/15,7,4000
shibuya,2024/11/15,8,5829
shibuya,2024/11/15,9,9029
shibuya,2024/11/15,10,14514
shibuya,2024/11/15,11,20000
shibuya,2024/11/15,12,25029
shibuya,2024/11/15,13,28457
shibuya,2024/11/15,14,30743
shibuya,2024/11/15,15,32343
shibuya,2024/11/15,16,34400
shibuya,2024/11/15,17,32571
shibuya,2024/11/15,18,28686
shibuya,2024/11/15,19,25257
shibuya,2024/11/15,20,21371
shibuya,2024/11/15,21,17257
shibuya,2024/11/15,22,NA
shibuya,2024/11/15,23,8114
shibuya,2024/11/15,24,4229
shibuya,2024/11/16,1,3086
shibuya,2024/11/16,2,3086
shibuya,2024/11/16,3,2857
shibuya,2024/11/16,4,2857
shibuya,2024/11/16,5,2857
shibuya,2024/11/16,6,2629
shibuya,2024/11/16,7,3314
shibuya,2024/11/16,8,4686
shibuya,2024/11/16,9,7886
shibuya,2024/11/16,10,12686
shibuya,2024/11/16,11,18857
shibuya,2024/11/16,12,24343
shibuya,2024/11/16,13,26857
shibuya,2024/11/16,14,29371
shibuya,2024/11/16,15,30514
shibuya,2024/11/16,16,30971
shibuya,2024/11/16,17,29371
shibuya,2024/11/16,18,24571
shibuya,2024/11/16,19,20914
shibuya,2024/11/16,20,17029
shibuya,2024/11/16,21,13143
shibuya,2024/11/16,22,8571
shibuya,2024/11/16,23,NA
shibuya,2024/11/17,0,NA
shibuya,2024/11/17,1,2171
shibuya,2024/11/17,2,2171
shibuya,2024/11/17,3,2171
shibuya,2024/11/17,4,2171
shibuya,2024/11/17,5,2400
shibuya,2024/11/17,6,3086
shibuya,2024/11/17,7,5829
shibuya,2024/11/17,8,11314
shibuya,2024/11/17,9,17029
shibuya,2024/11/17,10,22514
shibuya,2024/11/17,11,25714
shibuya,2024/11/17,12,29143
shibuya,2024/11/17,13,30286
shibuya,2024/11/17,14,30971
shibuya,2024/11/17,15,31200
shibuya,2024/11/17,16,31886
shibuya,2024/11/17,17,31657
shibuya,2024/11/17,18,30971
shibuya,2024/11/17,19,27086
shibuya,2024/11/17,20,21143
shibuya,2024/11/17,21,15200
shibuya,2024/11/17,22,9943
shibuya,2024/11/17,23,5600
shibuya,2024/11/17,24,2857
shibuya,2024/11/18,1,2171
shibuya,2024/11/18,2,2171
shibuya,2024/11/18,3,2400
shibuya,2024/11/18,4,2400
shibuya,2024/11/18,5,2400
shibuya,2024/11/18,6,3086
shibuya,2024/11/18,7,5600
shibuya,2024/11/18,8,12000
shibuya,2024/11/18,9,17943
shibuya,2024/11/18,10,23200
shibuya,2024/11/18,11,26857
shibuya,2024/11/18,12,29829
shibuya,2024/11/18,13,31886
shibuya,2024/11/18,14,32800
shibuya,2024/11/18,15,33257
shibuya,2024/11/18,16,33714
shibuya,2024/11/18,17,33714
shibuya,2024/11/18,18,32343
shibuya,2024/11/18,19,28085
shibuya,2024/11/18,20,21352
shibuya,2024/11/18,21,15976
shibuya,2024/11/18,22,10857
shibuya,2024/11/18,23,6514
shibuya,2024/11/18,24,3086
shibuya,2024/11/19,1,2171
shibuya,2024/11/19,2,2400
shibuya,2024/11/19,3,2400
shibuya,2024/11/19,4,2400
shibuya,2024/11/19,5,2400
shibuya,2024/11/19,6,3086
shibuya,2024/11/19,7,5829
shibuya,2024/11/19,8,11314
shibuya,2024/11/19,9,17486
shibuya,2024/11/19,10,23200
shibuya,2024/11/19,11,27543
shibuya,2024/11/19,12,30971
shibuya,2024/11/19,13,33257
shibuya,2024/11/19,14,33714
shibuya,2024/11/19,15,33943
shibuya,2024/11/19,16,35314
shibuya,2024/11/19,17,35086
shibuya,2024/11/19,18,33257
shibuya,2024/11/19,19,29143
shibuya,2024/11/19,20,23200
shibuya,2024/11/19,21,17714
shibuya,2024/11/19,22,12229
shibuya,2024/11/19,23,7200
shibuya,2024/11/19,24,3086
shibuya,2024/11/20,1,2171
shibuya,2024/11/20,2,2400
shibuya,2024/11/20,3,2400
shibuya,2024/11/20,4,2400
shibuya,2024/11/20,5,2629
shibuya,2024/11/20,6,3314
shibuya,2024/11/20,7,5829
shibuya,2024/11/20,8,11314
shibuya,2024/11/20,9,18400
shibuya,2024/11/20,10,24114
shibuya,2024/11/20,11,27543
shibuya,2024/11/20,12,30743
shibuya,2024/11/20,13,32343
shibuya,2024/11/20,14,32800
shibuya,2024/11/20,15,33257
shibuya,2024/11/20,16,34629
shibuya,2024/11/20,17,34171
shibuya,2024/11/20,18,33943
shibuya,2024/11/20,19,30057
shibuya,2024/11/20,20,23657
shibuya,2024/11/20,21,17943
shibuya,2024/11/20,22,NA
shibuya,2024/11/20,23,6743
shibuya,2024/11/20,24,3086
shibuya,2024/11/21,1,2171
shibuya,2024/11/21,2,2400
shibuya,2024/11/21,3,2400
shibuya,2024/11/21,4,2400
shibuya,2024/11/21,5,2400
shibuya,2024/11/21,6,3086
shibuya,2024/11/21,7,5829
shibuya,2024/11/21,8,11086
shibuya,2024/11/21,9,17257
shibuya,2024/11/21,10,22971
shibuya,2024/11/21,11,27314
shibuya,2024/11/21,12,30743
shibuya,2024/11/21,13,32571
shibuya,2024/11/21,14,33029
shibuya,2024/11/21,15,34171
shibuya,2024/11/21,16,35543
shibuya,2024/11/21,17,35771
shibuya,2024/11/21,18,35543
shibuya,2024/11/21,19,33257
shibuya,2024/11/21,20,26629
shibuya,2024/11/21,21,21829
shibuya,2024/11/21,22,15200
shibuya,2024/11/21,23,9943
shibuya,2024/11/21,24,4229
shibuya,2024/11/22,1,3086
shibuya,2024/11/22,2,3086
shibuya,2024/11/22,3,3086
shibuya,2024/11/22,4,3086
shibuya,2024/11/22,5,3314
shibuya,2024/11/22,6,3314
shibuya,2024/11/22,7,4000
shibuya,2024/11/22,8,5829
shibuya,2024/11/22,9,8800
shibuya,2024/11/22,10,13829
shibuya,2024/11/22,11,19314
shibuya,2024/11/22,12,24343
shibuya,2024/11/22,13,28000
shibuya,2024/11/22,14,30743
shibuya,2024/11/22,15,32114
shibuya,2024/11/22,16,33714
shibuya,2024/11/22,17,32571
shibuya,2024/11/22,18,29371
shibuya,2024/11/22,19,25714
shibuya,2024/11/22,20,21371
shibuya,2024/11/22,21,17029
shibuya,2024/11/22,22,12000
shibuya,2024/11/22,23,7657
shibuya,2024/11/22,24,3771
shibuya,2024/11/23,1,2629
shibuya,2024/11/23,2,3086
shibuya,2024/11/23,3,3086
shibuya,2024/11/23,4,2857
shibuya,2024/11/23,5,2857
shibuya,2024/11/23,6,2857
shibuya,2024/11/23,7,3086
shibuya,2024/11/23,8,4457
shibuya,2024/11/23,9,7657
shibuya,2024/11/23,10,12229
shibuya,2024/11/23,11,18400
shibuya,2024/11/23,12,23657
shibuya,2024/11/23,13,26629
shibuya,2024/11/23,14,29371
shibuya,2024/11/23,15,30743
shibuya,2024/11/23,16,32571
shibuya,2024/11/23,17,31657
shibuya,2024/11/23,18,28000
shibuya,2024/11/23,19,24114
shibuya,2024/11/23,20,20229
shibuya,2024/11/23,21,15657
shibuya,2024/11/23,22,NA
shibuya,2024/11/23,23,7200
shibuya,2024/11/23,24,3314
shibuya,2024/11/24,1,2400
shibuya,2024/11/24,2,2629
shibuya,2024/11/24,3,2629
shibuya,2024/11/24,4,2629
shibuya,2024/11/24,5,2629
shibuya,2024/11/24,6,2629
shibuya,2024/11/24,7,3314
shibuya,2024/11/24,8,4914
shibuya,2024/11/24,9,7429
shibuya,2024/11/24,10,11543
shibuya,2024/11/24,11,17257
shibuya,2024/11/24,12,21600
shibuya,2024/11/24,13,23886
shibuya,2024/11/24,14,25943
shibuya,2024/11/24,15,26857
shibuya,2024/11/24,16,27314
shibuya,2024/11/24,17,25714
shibuya,2024/11/24,18,22971
shibuya,2024/11/24,19,20000
shibuya,2024/11/24,20,17257
shibuya,2024/11/24,21,13371
shibuya,2024/11/24,22,9257
shibuya,2024/11/24,23,5600
shibuya,2024/11/24,24,2629
shibuya,2024/11/25,1,2171
shibuya,2024/11/25,2,2171
shibuya,2024/11/25,3,2400
shibuya,2024/11/25,4,2400
shibuya,2024/11/25,5,2629
shibuya,2024/11/25,6,3086
shibuya,2024/11/25,7,6057
shibuya,2024/11/25,8,11543
shibuya,2024/11/25,9,17714
shibuya,2024/11/25,10,22743
shibuya,2024/11/25,11,25943
shibuya,2024/11/25,12,28457
shibuya,2024/11/25,13,30286
shibuya,2024/11/25,14,30971
shibuya,2024/11/25,15,31429
shibuya,2024/11/25,16,31657
shibuya,2024/11/25,17,31657
shibuya,2024/11/25,18,30971
shibuya,2024/11/25,19,27543
shibuya,2024/11/25,20,21600
shibuya,2024/11/25,21,15886
shibuya,2024/11/25,22,10629
shibuya,2024/11/25,23,6286
shibuya,2024/11/25,24,3086
shibuya,2024/11/26,1,2400
shibuya,2024/11/26,2,2400
shibuya,2024/11/26,3,2400
shibuya,2024/11/26,4,2400
shibuya,2024/11/26,5,2400
shibuya,2024/11/26,6,3086
shibuya,2024/11/26,7,6057
shibuya,2024/11/26,8,11771
shibuya,2024/11/26,9,17486
shibuya,2024/11/26,10,23200
shibuya,2024/11/26,11,26629
shibuya,2024/11/26,12,30057
shibuya,2024/11/26,13,31657
shibuya,2024/11/26,14,33029
shibuya,2024/11/26,15,33486
shibuya,2024/11/26,16,34171
shibuya,2024/11/26,17,33943
shibuya,2024/11/26,18,33486
shibuya,2024/11/26,19,29600
shibuya,2024/11/26,20,23886
shibuya,2024/11/26,21,18171
shibuya,2024/11/26,22,12000
shibuya,2024/11/26,23,6743
shibuya,2024/11/26,24,3086
shibuya,2024/11/27,1,2171
shibuya,2024/11/27,2,2400
shibuya,2024/11/27,3,2171
shibuya,2024/11/27,4,2400
shibuya,2024/11/27,5,2629
shibuya,2024/11/27,6,3086
shibuya,2024/11/27,7,5829
shibuya,2024/11/27,8,11543
shibuya,2024/11/27,9,18171
shibuya,2024/11/27,10,24343
shibuya,2024/11/27,11,28000
shibuya,2024/11/27,12,31429
