station_name,date,hour,population
shibuya,2024/11/27,13,32800
shibuya,2024/11/27,14,33714
shibuya,2024/11/27,15,33943
shibuya,2024/11/27,16,35086
shibuya,2024/11/27,17,34629
shibuya,2024/11/27,18,33714
shibuya,2024/11/27,19,29829
shibuya,2024/11/27,20,23657
shibuya,2024/11/27,21,17943
shibuya,2024/11/27,22,NA
shibuya,2024/11/27,23,6971
shibuya,2024/11/27,24,3314
shibuya,2024/11/28,1,2400
shibuya,2024/11/28,2,2629
shibuya,2024/11/28,3,2629
shibuya,2024/11/28,4,2629
shibuya,2024/11/28,5,2400
shibuya,2024/11/28,6,3314
shibuya,2024/11/28,7,5829
shibuya,2024/11/28,8,11771
shibuya,2024/11/28,9,18400
shibuya,2024/11/28,10,24571
shibuya,2024/11/28,11,28457
shibuya,2024/11/28,12,32114
shibuya,2024/11/28,13,33943
shibuya,2024/11/28,14,34629
shibuya,2024/11/28,15,35086
shibuya,2024/11/28,16,35771
shibuya,2024/11/28,17,36686
shibuya,2024/11/28,18,36686
shibuya,2024/11/28,19,34400
shibuya,2024/11/28,20,28229
shibuya,2024/11/28,21,22743
shibuya,2024/11/28,22,16571
shibuya,2024/11/28,23,10629
shibuya,2024/11/28,24,4914
shibuya,2024/11/29,1,3314
shibuya,2024/11/29,2,3543
shibuya,2024/11/29,3,3543
shibuya,2024/11/29,4,3314
shibuya,2024/11/29,5,3314
shibuya,2024/11/29,6,3086
shibuya,2024/11/29,7,3771
shibuya,2024/11/29,8,5600
shibuya,2024/11/29,9,8800
shibuya,2024/11/29,10,14057
shibuya,2024/11/29,11,20000
shibuya,2024/11/29,12,24800
shibuya,2024/11/29,13,28457
shibuya,2024/11/29,14,30971
shibuya,2024/11/29,15,33029
shibuya,2024/11/29,16,33714
shibuya,2024/11/29,17,32343
shibuya,2024/11/29,18,29600
shibuya,2024/11/29,19,25943
shibuya,2024/11/29,20,22743
shibuya,2024/11/29,21,18857
shibuya,2024/11/29,22,13143
shibuya,2024/11/29,23,8800
shibuya,2024/11/29,24,4457
shibuya,2024/11/30,1,3086
shibuya,2024/11/30,2,3314
shibuya,2024/11/30,3,3086
shibuya,2024/11/30,4,3314
shibuya,2024/11/30,5,3086
shibuya,2024/11/30,6,2629
shibuya,2024/11/30,7,3086
shibuya,2024/11/30,8,4686
shibuya,2024/11/30,9,7657
shibuya,2024/11/30,10,12229
shibuya,2024/11/30,11,17943
shibuya,2024/11/30,12,22743
shibuya,2024/11/30,13,25029
shibuya,2024/11/30,14,27086
shibuya,2024/11/30,15,29143
shibuya,2024/11/30,16,29600
shibuya,2024/11/30,17,27543
shibuya,2024/11/30,18,24571
shibuya,2024/11/30,19,20686
shibuya,2024/11/30,20,17257
shibuya,2024/11/30,21,NA
shibuya,2024/11/30,22,8571
shibuya,2024/11/30,23,5371
shibuya,2024/11/30,24,2629
shibuya,2024/12/1,1,2171
shibuya,2024/12/1,2,2171
shibuya,2024/12/1,3,2400
shibuya,2024/12/1,4,2400
shibuya,2024/12/1,5,2400
shibuya,2024/12/1,6,3314
shibuya,2024/12/1,7,6057
shibuya,2024/12/1,8,11086
shibuya,2024/12/1,9,17943
shibuya,2024/12/1,10,22743
shibuya,2024/12/1,11,25943
shibuya,2024/12/1,12,28229
shibuya,2024/12/1,13,29829
shibuya,2024/12/1,14,30286
shibuya,2024/12/1,15,30971
shibuya,2024/12/1,16,31429
shibuya,2024/12/1,17,31200
shibuya,2024/12/1,18,30743
shibuya,2024/12/1,19,26857
shibuya,2024/12/1,20,21143
shibuya,2024/12/1,21,15200
shibuya,2024/12/1,22,NA
shibuya,2024/12/1,23,NA
shibuya,2024/12/2,0,NA
shibuya,2024/12/2,1,NA
shibuya,2024/12/2,2,NA
shibuya,2024/12/2,3,NA
shibuya,2024/12/2,4,NA
shibuya,2024/12/2,5,NA
shibuya,2024/12/2,6,NA
shibuya,2024/12/2,7,NA
shibuya,2024/12/2,8,NA
shibuya,2024/12/2,9,NA
shibuya,2024/12/2,10,NA
shibuya,2024/12/2,11,NA
shibuya,2024/12/2,12,NA
shibuya,2024/12/2,13,NA
shibuya,2024/12/2,14,NA
shibuya,2024/12/2,15,NA
shibuya,2024/12/2,16,NA
shibuya,2024/12/2,17,NA
shibuya,2024/12/2,18,NA
shibuya,2024/12/2,19,NA
shibuya,2024/12/2,20,NA
shibuya,2024/12/2,21,NA
shibuya,2024/12/2,22,10857
shibuya,2024/12/2,23,6286
shibuya,2024/12/2,24,2857
shibuya,2024/12/3,1,2171
shibuya,2024/12/3,2,2400
shibuya,2024/12/3,3,2400
shibuya,2024/12/3,4,2400
shibuya,2024/12/3,5,2629
shibuya,2024/12/3,6,3086
shibuya,2024/12/3,7,5829
shibuya,2024/12/3,8,11314
shibuya,2024/12/3,9,17943
shibuya,2024/12/3,10,24343
shibuya,2024/12/3,11,27771
shibuya,2024/12/3,12,30743
shibuya,2024/12/3,13,33029
shibuya,2024/12/3,14,33486
shibuya,2024/12/3,15,33943
shibuya,2024/12/3,16,33943
shibuya,2024/12/3,17,33486
shibuya,2024/12/3,18,32114
shibuya,2024/12/3,19,28000
shibuya,2024/12/3,20,22286
shibuya,2024/12/3,21,16343
shibuya,2024/12/3,22,10629
shibuya,2024/12/3,23,6286
shibuya,2024/12/3,24,3086
shibuya,2024/12/4,1,1943
shibuya,2024/12/4,2,NA
shibuya,2024/12/4,3,NA
shibuya,2024/12/4,4,NA
shibuya,2024/12/4,5,NA
shibuya,2024/12/4,6,NA
shibuya,2024/12/4,7,NA
shibuya,2024/12/4,8,NA
shibuya,2024/12/4,9,NA
shibuya,2024/12/4,10,NA
shibuya,2024/12/4,11,NA
shibuya,2024/12/4,12,NA
shibuya,2024/12/4,13,NA
shibuya,2024/12/4,14,NA
shibuya,2024/12/4,15,NA
shibuya,2024/12/4,16,NA
shibuya,2024/12/4,17,NA
shibuya,2024/12/4,18,NA
shibuya,2024/12/4,19,NA
shibuya,2024/12/4,20,NA
shibuya,2024/12/4,21,NA
shibuya,2024/12/4,22,NA
shibuya,2024/12/4,23,NA
shibuya,2024/12/5,0,NA
shibuya,2024/12/5,1,NA
shibuya,2024/12/5,2,NA
shibuya,2024/12/5,3,NA
shibuya,2024/12/5,4,NA
shibuya,2024/12/5,5,NA
shibuya,2024/12/5,6,NA
shibuya,2024/12/5,7,NA
shibuya,2024/12/5,8,NA
shibuya,2024/12/5,9,NA
shibuya,2024/12/5,10,NA
shibuya,2024/12/5,11,NA
shibuya,2024/12/5,12,NA
shibuya,2024/12/5,13,NA
shibuya,2024/12/5,14,NA
shibuya,2024/12/5,15,NA
shibuya,2024/12/5,16,NA
shibuya,2024/12/5,17,NA
shibuya,2024/12/5,18,NA
shibuya,2024/12/5,19,NA
shibuya,2024/12/5,20,NA
shibuya,2024/12/5,21,NA
shibuya,2024/12/5,22,NA
shibuya,2024/12/5,23,NA
shibuya,2024/12/6,0,NA
shibuya,2024/12/6,1,NA
shibuya,2024/12/6,2,NA
shibuya,2024/12/6,3,NA
shibuya,2024/12/6,4,NA
shibuya,2024/12/6,5,NA
shibuya,2024/12/6,6,NA
shibuya,2024/12/6,7,NA
shibuya,2024/12/6,8,NA
shibuya,2024/12/6,9,NA
shibuya,2024/12/6,10,NA
shibuya,2024/12/6,11,NA
shibuya,2024/12/6,12,NA
shibuya,2024/12/6,13,NA
shibuya,2024/12/6,14,NA
shibuya,2024/12/6,15,NA
shibuya,2024/12/6,16,NA
shibuya,2024/12/6,17,NA
shibuya,2024/12/6,18,NA
shibuya,2024/12/6,19,NA
shibuya,2024/12/6,20,NA
shibuya,2024/12/6,21,NA
shibuya,2024/12/6,22,NA
shibuya,2024/12/6,23,NA
shibuya,2024/12/7,0,NA
shibuya,2024/12/7,1,NA
shibuya,2024/12/7,2,NA
shibuya,2024/12/7,3,NA
shibuya,2024/12/7,4,NA
shibuya,2024/12/7,5,NA
shibuya,2024/12/7,6,NA
shibuya,2024/12/7,7,NA
shibuya,2024/12/7,8,NA
shibuya,2024/12/7,9,NA
shibuya,2024/12/7,10,NA
shibuya,2024/12/7,11,NA
shibuya,2024/12/7,12,NA
shibuya,2024/12/7,13,NA
shibuya,2024/12/7,14,NA
shibuya,2024/12/7,15,NA
shibuya,2024/12/7,16,NA
shibuya,2024/12/7,17,NA
shibuya,2024/12/7,18,NA
shibuya,2024/12/7,19,NA
shibuya,2024/12/7,20,NA
shibuya,2024/12/7,21,NA
shibuya,2024/12/7,22,8800
shibuya,2024/12/7,23,5371
shibuya,2024/12/7,24,2857
shibuya,2024/12/8,1,2171
shibuya,2024/12/8,2,2171
shibuya,2024/12/8,3,2400
shibuya,2024/12/8,4,2400
shibuya,2024/12/8,5,2400
shibuya,2024/12/8,6,3086
shibuya,2024/12/8,7,5829
shibuya,2024/12/8,8,11086
shibuya,2024/12/8,9,17029
shibuya,2024/12/8,10,22514
shibuya,2024/12/8,11,25257
shibuya,2024/12/8,12,28457
shibuya,2024/12/8,13,30286
shibuya,2024/12/8,14,30514
shibuya,2024/12/8,15,31429
shibuya,2024/12/8,16,31657
shibuya,2024/12/8,17,31657
shibuya,2024/12/8,18,31200
shibuya,2024/12/8,19,27314
shibuya,2024/12/8,20,21600
shibuya,2024/12/8,21,15886
shibuya,2024/12/8,22,NA
shibuya,2024/12/8,23,6057
shibuya,2024/12/8,24,3086
shibuya,2024/12/9,1,2171
shibuya,2024/12/9,2,2629
shibuya,2024/12/9,3,2400
shibuya,2024/12/9,4,2171
shibuya,2024/12/9,5,2400
shibuya,2024/12/9,6,3314
shibuya,2024/12/9,7,5829
shibuya,2024/12/9,8,11314
shibuya,2024/12/9,9,17943
shibuya,2024/12/9,10,23657
shibuya,2024/12/9,11,26629
shibuya,2024/12/9,12,30057
shibuya,2024/12/9,13,31657
shibuya,2024/12/9,14,32114
shibuya,2024/12/9,15,32571
shibuya,2024/12/9,16,32800
shibuya,2024/12/9,17,33029
shibuya,2024/12/9,18,32571
shibuya,2024/12/9,19,29143
shibuya,2024/12/9,20,22743
shibuya,2024/12/9,21,17029
shibuya,2024/12/9,22,11771
shibuya,2024/12/9,23,6743
shibuya,2024/12/9,24,3086
shibuya,2024/12/10,1,2171
shibuya,2024/12/10,2,2400
shibuya,2024/12/10,3,2400
shibuya,2024/12/10,4,2400
shibuya,2024/12/10,5,2629
shibuya,2024/12/10,6,3314
shibuya,2024/12/10,7,5829
shibuya,2024/12/10,8,10857
shibuya,2024/12/10,9,17714
shibuya,2024/12/10,10,23886
shibuya,2024/12/10,11,27771
shibuya,2024/12/10,12,31200
shibuya,2024/12/10,13,33257
shibuya,2024/12/10,14,34171
shibuya,2024/12/10,15,34857
shibuya,2024/12/10,16,35086
shibuya,2024/12/10,17,34857
shibuya,2024/12/10,18,33486
shibuya,2024/12/10,19,30057
shibuya,2024/12/10,20,24571
shibuya,2024/12/10,21,18400
shibuya,2024/12/10,22,12457
shibuya,2024/12/10,23,7429
shibuya,2024/12/10,24,3314
shibuya,2024/12/11,1,2400
shibuya,2024/12/11,2,2171
shibuya,2024/12/11,3,2400
shibuya,2024/12/11,4,2400
shibuya,2024/12/11,5,2629
shibuya,2024/12/11,6,3086
shibuya,2024/12/11,7,5600
shibuya,2024/12/11,8,10857
shibuya,2024/12/11,9,17943
shibuya,2024/12/11,10,24114
shibuya,2024/12/11,11,28229
shibuya,2024/12/11,12,31429
shibuya,2024/12/11,13,33029
shibuya,2024/12/11,14,33714
shibuya,2024/12/11,15,34857
shibuya,2024/12/11,16,35314
shibuya,2024/12/11,17,35086
shibuya,2024/12/11,18,34171
shibuya,2024/12/11,19,30971
shibuya,2024/12/11,20,24800
shibuya,2024/12/11,21,18629
shibuya,2024/12/11,22,12229
shibuya,2024/12/11,23,7429
shibuya,2024/12/11,24,3314
shibuya,2024/12/12,1,2171
shibuya,2024/12/12,2,2400
shibuya,2024/12/12,3,2400
shibuya,2024/12/12,4,2400
shibuya,2024/12/12,5,2400
shibuya,2024/12/12,6,2857
shibuya,2024/12/12,7,5371
shibuya,2024/12/12,8,10857
shibuya,2024/12/12,9,17486
shibuya,2024/12/12,10,23200
shibuya,2024/12/12,11,27543
shibuya,2024/12/12,12,30971
shibuya,2024/12/12,13,33257
shibuya,2024/12/12,14,34171
shibuya,2024/12/12,15,34629
shibuya,2024/12/12,16,35314
shibuya,2024/12/12,17,36229
shibuya,2024/12/12,18,36914
shibuya,2024/12/12,19,33943
shibuya,2024/12/12,20,29143
shibuya,2024/12/12,21,23200
shibuya,2024/12/12,22,NA
shibuya,2024/12/12,23,NA
shibuya,2024/12/13,0,NA
shibuya,2024/12/13,1,NA
shibuya,2024/12/13,2,NA
shibuya,2024/12/13,3,NA
shibuya,2024/12/13,4,NA
shibuya,2024/12/13,5,NA
shibuya,2024/12/13,6,NA
shibuya,2024/12/13,7,NA
shibuya,2024/12/13,8,NA
shibuya,2024/12/13,9,NA
shibuya,2024/12/13,10,NA
shibuya,2024/12/13,11,NA
shibuya,2024/12/13,12,NA
shibuya,2024/12/13,13,NA
shibuya,2024/12/13,14,NA
shibuya,2024/12/13,15,NA
shibuya,2024/12/13,16,NA
shibuya,2024/12/13,17,NA
shibuya,2024/12/13,18,NA
shibuya,2024/12/13,19,NA
shibuya,2024/12/13,20,NA
shibuya,2024/12/13,21,NA
shibuya,2024/12/13,22,14514
shibuya,2024/12/13,23,9257
shibuya,2024/12/13,24,4457
shibuya,2024/12/14,1,3086
shibuya,2024/12/14,2,3086
shibuya,2024/12/14,3,3086
shibuya,2024/12/14,4,3086
shibuya,2024/12/14,5,3314
shibuya,2024/12/14,6,2857
shibuya,2024/12/14,7,3314
shibuya,2024/12/14,8,4686
shibuya,2024/12/14,9,8343
shibuya,2024/12/14,10,13829
shibuya,2024/12/14,11,20457
shibuya,2024/12/14,12,25486
shibuya,2024/12/14,13,29600
shibuya,2024/12/14,14,32114
shibuya,2024/12/14,15,33943
shibuya,2024/12/14,16,34400
shibuya,2024/12/14,17,31657
shibuya,2024/12/14,18,28000
shibuya,2024/12/14,19,23200
shibuya,2024/12/14,20,19314
shibuya,2024/12/14,21,15200
shibuya,2024/12/14,22,9943
shibuya,2024/12/14,23,6057
shibuya,2024/12/14,24,2857
shibuya,2024/12/15,1,2171
shibuya,2024/12/15,2,2171
shibuya,2024/12/15,3,2400
shibuya,2024/12/15,4,2400
shibuya,2024/12/15,5,2629
shibuya,2024/12/15,6,3086
shibuya,2024/12/15,7,5600
shibuya,2024/12/15,8,10857
shibuya,2024/12/15,9,16800
shibuya,2024/12/15,10,22057
shibuya,2024/12/15,11,26171
shibuya,2024/12/15,12,29600
shibuya,2024/12/15,13,31657
shibuya,2024/12/15,14,32343
shibuya,2024/12/15,15,33029
shibuya,2024/12/15,16,33257
shibuya,2024/12/15,17,33029
shibuya,2024/12/15,18,33029
shibuya,2024/12/15,19,30057
shibuya,2024/12/15,20,24571
shibuya,2024/12/15,21,17943
shibuya,2024/12/15,22,NA
shibuya,2024/12/15,23,6743
shibuya,2024/12/15,24,3086
shibuya,2024/12/16,1,2171
shibuya,2024/12/16,2,2400
shibuya,2024/12/16,3,2400
shibuya,2024/12/16,4,2400
shibuya,2024/12/16,5,2400
shibuya,2024/12/16,6,3314
shibuya,2024/12/16,7,5829
shibuya,2024/12/16,8,10857
shibuya,2024/12/16,9,17486
shibuya,2024/12/16,10,23200
shibuya,2024/12/16,11,26857
shibuya,2024/12/16,12,30286
shibuya,2024/12/16,13,32800
shibuya,2024/12/16,14,33943
shibuya,2024/12/16,15,34629
shibuya,2024/12/16,16,34629
shibuya,2024/12/16,17,34171
shibuya,2024/12/16,18,34171
shibuya,2024/12/16,19,30743
shibuya,2024/12/16,20,24571
shibuya,2024/12/16,21,18629
shibuya,2024/12/16,22,12914
nihonbashi,2024/11/14,4,1500
nihonbashi,2024/11/14,5,1929
nihonbashi,2024/11/14,6,3643
nihonbashi,2024/11/14,7,9214
nihonbashi,2024/11/14,8,22929
nihonbashi,2024/11/14,9,39643
nihonbashi,2024/11/14,10,47357
nihonbashi,2024/11/14,11,50357
nihonbashi,2024/11/14,12,51214
nihonbashi,2024/11/14,13,52929
nihonbashi,2024/11/14,14,52929
nihonbashi,2024/11/14,15,52500
nihonbashi,2024/11/14,16,49929
nihonbashi,2024/11/14,17,47357
nihonbashi,2024/11/14,18,41786
nihonbashi,2024/11/14,19,33214
nihonbashi,2024/11/14,20,25071
nihonbashi,2024/11/14,21,17786
nihonbashi,2024/11/14,22,12086
nihonbashi,2024/11/14,23,6600
nihonbashi,2024/11/14,24,2786
nihonbashi,2024/11/15,1,1971
nihonbashi,2024/11/15,2,1800
nihonbashi,2024/11/15,3,1971
nihonbashi,2024/11/15,4,1800
nihonbashi,2024/11/15,5,1971
nihonbashi,2024/11/15,6,3000
nihonbashi,2024/11/15,7,5229
nihonbashi,2024/11/15,8,7457
nihonbashi,2024/11/15,9,10886
nihonbashi,2024/11/15,10,14829
nihonbashi,2024/11/15,11,19286
nihonbashi,2024/11/15,12,21857
nihonbashi,2024/11/15,13,23571
nihonbashi,2024/11/15,14,24086
nihonbashi,2024/11/15,15,23743
nihonbashi,2024/11/15,16,22714
nihonbashi,2024/11/15,17,21171
nihonbashi,2024/11/15,18,19114
nihonbashi,2024/11/15,19,17057
nihonbashi,2024/11/15,20,13114
nihonbashi,2024/11/15,21,9514
nihonbashi,2024/11/15,22,NA
nihonbashi,2024/11/15,23,4029
nihonbashi,2024/11/15,24,1971
nihonbashi,2024/11/16,1,1286
nihonbashi,2024/11/16,2,1629
nihonbashi,2024/11/16,3,1629
nihonbashi,2024/11/16,4,1629
nihonbashi,2024/11/16,5,1629
nihonbashi,2024/11/16,6,2486
nihonbashi,2024/11/16,7,3686
nihonbashi,2024/11/16,8,5057
nihonbashi,2024/11/16,9,7629
nihonbashi,2024/11/16,10,11057
nihonbashi,2024/11/16,11,15514
nihonbashi,2024/11/16,12,18257
nihonbashi,2024/11/16,13,19457
nihonbashi,2024/11/16,14,19800
nihonbashi,2024/11/16,15,19457
nihonbashi,2024/11/16,16,19457
nihonbashi,2024/11/16,17,17914
nihonbashi,2024/11/16,18,15343
nihonbashi,2024/11/16,19,12943
nihonbashi,2024/11/16,20,9857
nihonbashi,2024/11/16,21,6771
nihonbashi,2024/11/16,22,4371
nihonbashi,2024/11/16,23,NA
nihonbashi,2024/11/17,0,NA
nihonbashi,2024/11/17,1,1071
nihonbashi,2024/11/17,2,1500
nihonbashi,2024/11/17,3,1500
nihonbashi,2024/11/17,4,1500
nihonbashi,2024/11/17,5,1929
nihonbashi,2024/11/17,6,4071
nihonbashi,2024/11/17,7,10071
nihonbashi,2024/11/17,8,24643
nihonbashi,2024/11/17,9,41357
nihonbashi,2024/11/17,10,48643
nihonbashi,2024/11/17,11,51214
nihonbashi,2024/11/17,12,52071
nihonbashi,2024/11/17,13,52500
nihonbashi,2024/11/17,14,52071
nihonbashi,2024/11/17,15,51214
nihonbashi,2024/11/17,16,49500
nihonbashi,2024/11/17,17,46071
nihonbashi,2024/11/17,18,37500
nihonbashi,2024/11/17,19,26925
nihonbashi,2024/11/17,20,17636
nihonbashi,2024/11/17,21,10993
nihonbashi,2024/11/17,22,6214
nihonbashi,2024/11/17,23,3214
nihonbashi,2024/11/17,24,1929
nihonbashi,2024/11/18,1,1500
nihonbashi,2024/11/18,2,1929
nihonbashi,2024/11/18,3,1929
nihonbashi,2024/11/18,4,1929
nihonbashi,2024/11/18,5,1929
nihonbashi,2024/11/18,6,3643
nihonbashi,2024/11/18,7,10071
nihonbashi,2024/11/18,8,24643
nihonbashi,2024/11/18,9,41786
nihonbashi,2024/11/18,10,48214
nihonbashi,2024/11/18,11,51643
nihonbashi,2024/11/18,12,52929
nihonbashi,2024/11/18,13,52929
nihonbashi,2024/11/18,14,52929
nihonbashi,2024/11/18,15,52500
nihonbashi,2024/11/18,16,50786
nihonbashi,2024/11/18,17,46929
nihonbashi,2024/11/18,18,38786
nihonbashi,2024/11/18,19,28500
nihonbashi,2024/11/18,20,19071
nihonbashi,2024/11/18,21,12643
nihonbashi,2024/11/18,22,7929
nihonbashi,2024/11/18,23,4071
nihonbashi,2024/11/18,24,1929
nihonbashi,2024/11/19,1,1929
nihonbashi,2024/11/19,2,1929
nihonbashi,2024/11/19,3,1500
nihonbashi,2024/11/19,4,1500
nihonbashi,2024/11/19,5,1929
nihonbashi,2024/11/19,6,3643
nihonbashi,2024/11/19,7,10071
nihonbashi,2024/11/19,8,24214
nihonbashi,2024/11/19,9,41357
nihonbashi,2024/11/19,10,48643
nihonbashi,2024/11/19,11,51214
nihonbashi,2024/11/19,12,52500
nihonbashi,2024/11/19,13,52929
nihonbashi,2024/11/19,14,52929
nihonbashi,2024/11/19,15,52929
nihonbashi,2024/11/19,16,51214
nihonbashi,2024/11/19,17,47357
nihonbashi,2024/11/19,18,38786
nihonbashi,2024/11/19,19,28868
nihonbashi,2024/11/19,20,20357
nihonbashi,2024/11/19,21,13929
nihonbashi,2024/11/19,22,8357
nihonbashi,2024/11/19,23,4500
nihonbashi,2024/11/19,24,1929
nihonbashi,2024/11/20,1,1500
nihonbashi,2024/11/20,2,1929
nihonbashi,2024/11/20,3,1929
nihonbashi,2024/11/20,4,1500
nihonbashi,2024/11/20,5,1929
nihonbashi,2024/11/20,6,3643
nihonbashi,2024/11/20,7,9643
nihonbashi,2024/11/20,8,24643
nihonbashi,2024/11/20,9,41786
nihonbashi,2024/11/20,10,49500
nihonbashi,2024/11/20,11,52500
nihonbashi,2024/11/20,12,53786
nihonbashi,2024/11/20,13,53786
nihonbashi,2024/11/20,14,53357
nihonbashi,2024/11/20,15,53357
nihonbashi,2024/11/20,16,52071
nihonbashi,2024/11/20,17,48214
nihonbashi,2024/11/20,18,40500
nihonbashi,2024/11/20,19,30643
nihonbashi,2024/11/20,20,21214
nihonbashi,2024/11/20,21,14357
nihonbashi,2024/11/20,22,NA
nihonbashi,2024/11/20,23,4071
nihonbashi,2024/11/20,24,1929
nihonbashi,2024/11/21,1,1500
nihonbashi,2024/11/21,2,1929
nihonbashi,2024/11/21,3,1500
nihonbashi,2024/11/21,4,1500
nihonbashi,2024/11/21,5,1929
nihonbashi,2024/11/21,6,4071
nihonbashi,2024/11/21,7,9643
nihonbashi,2024/11/21,8,23357
nihonbashi,2024/11/21,9,40071
nihonbashi,2024/11/21,10,46929
nihonbashi,2024/11/21,11,49929
nihonbashi,2024/11/21,12,51643
nihonbashi,2024/11/21,13,52500
nihonbashi,2024/11/21,14,52929
nihonbashi,2024/11/21,15,52500
nihonbashi,2024/11/21,16,50357
nihonbashi,2024/11/21,17,48214
nihonbashi,2024/11/21,18,42214
